CustomerID,FirstName,LastName,CreditCardNumber,OrderID,PurchaseDate,DeliveryDate,ShippingClass,ProductID,Department,Category,ItemPurchased,Quantity,Price,ShippingCost,Discount,Sales,Profit,DistributionCenterID,DeliveryZipCode,HomeZipCode,TransactionStatus,City,Region,State,Country,Segment,OrderPriority,OrderReturned,OrderDeliveryDelayed,Rating,ReviewID,Friends,SharedWith,ZipCodeInSupplyChainNet,CityInSupplyChainNet,StateInSupplyChainNet,LatitudeInSupplyChainNet,LongitudeInSupplyChainNet,FacilityIDInSupplyChainNet,DistributionCenterIDInSupplyChainNet,WarehouseIDInSupplyChainNet
259-77-3203,Cody,Dietrich,xxxx-xxxx-xxxx-0083,85a2d257-726a-4e97-84fb-7bfdf7288051,Tue May 10 08:13:30 EDT 2022,Sun May 15 08:08:49 EDT 2022,Standard,OFF-AR-3366-601,Office Supplies,Art,Watercolor Pencils,4,5.92,1.21,1.33,23.560000000000002,3.5340000000000003,DistributionCenter_5,60659,60659,Declined,Chicago,TO_BE_ADDED,IL,USA,Consumer,medium,No,No,0,2d257-726a,400-11-9580;894-25-5895;219-04-6405,894-25-5895,60659,Chicago,IL,41.991381,-87.70378,,DistributionCenter_5,Warehouse_2
190-87-3629,Raymundo,Koss,xxxx-xxxx-xxxx-5784,b9b8a5eb-4852-4aca-8d20-a0fc8abff955,Tue May 10 08:14:08 EDT 2022,Wed May 11 08:12:35 EDT 2022,Next Day,SPO-HU-6446-275,Sports,Hunting & Fishing,Hunting Vest,2,371.96,5.68,43.1,706.4999999999999,98.91,DistributionCenter_87,37219,37219,Approved,Nashville,TO_BE_ADDED,TN,USA,Corporate,High,No,No,3,,,,37219,Nashville,TN,36.166806,-86.78172,,DistributionCenter_87,Warehouse_3
696-02-6324,Tristian,Cruickshank,xxxx-xxxx-xxxx-6937,b93ba988-c957-4027-b28c-98bb30984c38,Tue May 10 08:22:52 EDT 2022,Thu May 12 08:20:34 EDT 2022,Two Day,FUR-CH-6720-500,Furniture,Chairs,SAFCO Leather Armchair - Black,5,138.66,10.66,11.1,692.8599999999999,83.14319999999998,DistributionCenter_90,30330,30330,Approved,Atlanta,TO_BE_ADDED,GA,USA,Home Office,medium,No,No,4,,732-60-1664;134-82-0579;162-62-1668,,30330,Atlanta,GA,33.707107,-84.432127,,DistributionCenter_90,Warehouse_17
121-03-8163,Fidel,Jakubowski,xxxx-xxxx-xxxx-2795,ffc2825c-730c-4038-9c0f-3050cefb57f4,Tue May 10 08:11:29 EDT 2022,Sun May 15 08:18:55 EDT 2022,Standard,CLO-TS-4418-358,Clothing,TShirt,JCrew Tshirt - White,4,55.5,3.74,5.44,220.3,13.218,DistributionCenter_52,33188,33188,Approved,Miami,TO_BE_ADDED,FL,USA,Consumer,medium,No,No,2,2825c-730c,,,33188,Miami,FL,25.558428,-80.458168,DistributionCenter_52,DistributionCenter_52,Warehouse_16
090-86-3076,Nicolette,Botsford,xxxx-xxxx-xxxx-1264,00230ce0-b0cf-43f5-854e-29ca6aad470f,Tue May 10 08:22:46 EDT 2022,Thu May 12 08:10:10 EDT 2022,Two Day,GRO-PA-2838-950,Grocery,Pasta,Medium Shells,1,1.18,2.12,0.55,2.75,0.55,DistributionCenter_94,30318,30318,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,Critical,Yes,No,4,,289-84-0584;616-34-6719,289-84-0584,30318,Atlanta,GA,33.786805,-84.437,,DistributionCenter_94,Warehouse_17
825-43-7871,Delpha,Schulist,xxxx-xxxx-xxxx-7103,ed65686e-ddc7-4662-8901-69ddfe9cb823,Tue May 10 08:15:28 EDT 2022,Thu May 12 08:15:43 EDT 2022,Two Day,OFF-BI-3402-335,Office Supplies,Binders,Brite Binding System,1,10.36,2.27,1.25,11.379999999999999,0.4552,DistributionCenter_89,30316,30316,Approved,Atlanta,TO_BE_ADDED,GA,USA,Consumer,low,No,No,3,5686e-ddc7,,,30316,Atlanta,GA,33.729506,-84.34087,,DistributionCenter_89,Warehouse_16
825-43-7871,Delpha,Schulist,xxxx-xxxx-xxxx-7103,1a5fe3f5-4d7a-4190-b983-83974a102563,Tue May 10 08:08:08 EDT 2022,Thu May 12 08:13:34 EDT 2022,Two Day,SPO-AT-4045-590,Sports,Athletic Clothing,Compression Shorts - Black,2,36.51,17.61,11.08,79.55,10.3415,DistributionCenter_95,30355,30355,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,High,Yes,No,3,,,,30355,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17
264-58-7025,Annabelle,Reichel,xxxx-xxxx-xxxx-4703,bb72db21-83c4-4d75-a66a-be3f990e8251,Tue May 10 08:17:41 EDT 2022,Sun May 15 08:10:26 EDT 2022,Standard,GRO-NU-6239-205,Grocery,Nuts,Almonds,3,9.39,1.11,2.31,26.970000000000002,2.6970000000000005,DistributionCenter_25,10124,10124,Declined,New York,TO_BE_ADDED,NY,USA,Home Office,High,Yes,No,3,2db21-83c4,715-94-2803;416-89-4041;207-62-3805,416-89-4041;207-62-3805,10124,New York,NY,40.780751,-73.977182,DistributionCenter_25,DistributionCenter_25,Warehouse_9
640-63-7274,Osvaldo,Nader,xxxx-xxxx-xxxx-6069,b4f94b0f-1571-420d-96f3-0a4614a6eb76,Tue May 10 08:08:45 EDT 2022,Thu May 12 08:08:12 EDT 2022,Two Day,FUR-BO-8152-646,Furniture,Bookcases,Lava Classic Bookcase - PVC,1,104.93,12.84,10.95,106.82000000000001,19.2276,DistributionCenter_94,30342,30342,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,medium,Yes,No,0,,411-62-2557;514-11-7316;118-75-2312,514-11-7316;118-75-2312,30342,Atlanta,GA,33.879003,-84.37203,,DistributionCenter_94,Warehouse_17
458-29-1047,Eriberto,Koch,xxxx-xxxx-xxxx-0735,636de153-d7d8-4d42-97ae-b95c355f66eb,Tue May 10 08:21:42 EDT 2022,Sun May 15 08:11:36 EDT 2022,Standard,FUR-TA-2226-368,Furniture,Tables,Elong Wooden Table - Rectangular,4,259.02,12.3,11.57,1036.81,10.3681,DistributionCenter_27,10112,10112,Approved,New York,TO_BE_ADDED,NY,USA,Consumer,medium,No,No,3,de153-d7d8,600-07-3944;244-48-0568;109-84-5853,244-48-0568,10112,New York,NY,40.759291,-73.97979,,DistributionCenter_27,Warehouse_9
872-45-0143,Jennie,Stark,xxxx-xxxx-xxxx-6742,1681b0f9-7fce-46c6-8127-329b1805bf52,Tue May 10 08:19:03 EDT 2022,Wed May 11 08:22:17 EDT 2022,Next Day,SPO-AT-4039-243,Sports,Athletic Clothing,Athletic Shorts - Black,3,35.42,16.33,11.26,111.33,22.266000000000002,DistributionCenter_43,90044,90044,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Corporate,medium,No,No,0,1b0f9-7fce,395-44-4374;616-01-1037;770-81-0492;591-05-0042,,90044,Los Angeles,CA,33.953814,-118.29158,,DistributionCenter_43,Warehouse_14
898-05-4721,Lambert,Gorczany,xxxx-xxxx-xxxx-6829,b66e7a17-f1cf-4e00-8a26-ede8fbbf58ff,Tue May 10 08:12:56 EDT 2022,Thu May 12 08:12:22 EDT 2022,Two Day,ELE-AC-4902-174,Electronics,Accessories,Logitech 10 GB Pen Drive,2,135.2,12.4,11.97,270.8299999999999,21.666399999999996,DistributionCenter_89,31107,31107,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,low,Yes,Yes,2,,095-85-4973;673-99-7502;507-91-4077;775-83-7001,095-85-4973;673-99-7502;775-83-7001,31107,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_89,Warehouse_16
055-47-0502,Roderick,Schowalter,xxxx-xxxx-xxxx-7690,951dedc3-dcb1-4135-8738-6e20e71d5bb1,Tue May 10 08:19:31 EDT 2022,Sun May 15 08:20:05 EDT 2022,Standard,FUR-FU-1771-345,Furniture,Furnishings,Floor Lamp,2,210.07,15.27,11.45,423.96,80.55239999999999,DistributionCenter_56,33150,33150,Approved,Miami,TO_BE_ADDED,FL,USA,Consumer,Critical,No,No,1,,366-35-0759;861-34-2315;294-51-9493;113-60-8967,861-34-2315;294-51-9493,33150,Miami,FL,25.851974,-80.20566,,DistributionCenter_56,Warehouse_16
290-26-7124,Astrid,Stokes,xxxx-xxxx-xxxx-8738,018e27c3-8318-4232-982d-7f506ac16ccb,Tue May 10 08:12:30 EDT 2022,Wed May 11 08:11:20 EDT 2022,Next Day,ELE-CO-0527-559,Electronics,Copiers,Canon High-Speed Scanner,3,581.03,25.89,20.71,1748.27,52.4481,DistributionCenter_96,30396,30396,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,Critical,No,No,1,e27c3-8318,238-40-0104;064-69-2812;520-01-1405,238-40-0104,30396,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_96,Warehouse_17
456-18-4046,Rosella,Klocko,xxxx-xxxx-xxxx-6460,dcaa95b9-e365-47d1-a676-cbc29abcd0ad,Tue May 10 08:08:11 EDT 2022,Sun May 15 08:10:24 EDT 2022,Standard,OFF-AR-7494-548,Office Supplies,Art,Pencils - Medium Soft,5,8.71,1.45,1.18,43.82000000000001,3.067400000000001,DistributionCenter_30,2222,2222,Approved,Boston,TO_BE_ADDED,MA,USA,Home Office,High,No,No,2,a95b9-e365,428-93-9051;647-38-3458;647-62-7686,647-62-7686,2222,Boston,MA,42.367797,-71.06282,Warehouse_11,DistributionCenter_30,Warehouse_11
060-83-1824,Melvina,Murray,xxxx-xxxx-xxxx-1386,a3539d4f-c44c-4e3b-99c8-1866f51269c5,Tue May 10 08:19:46 EDT 2022,Sun May 15 08:08:17 EDT 2022,Standard,GRO-PA-4432-462,Grocery,Pasta,Medium Shells,1,2.0,3.0,0.58,4.42,0.3978,DistributionCenter_69,75376,75376,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,low,No,No,0,,631-49-6923;378-80-5440;158-94-1069;702-49-6238,631-49-6923;378-80-5440;158-94-1069,75376,Dallas,TX,32.767268,-96.777626,DistributionCenter_69,DistributionCenter_69,Warehouse_19
596-71-2100,Armani,Goldner,xxxx-xxxx-xxxx-3827,debe52a3-c9dd-4443-8d4b-f12295a09b3b,Tue May 10 08:10:43 EDT 2022,Wed May 11 08:10:02 EDT 2022,Next Day,ELE-AC-4208-307,Electronics,Accessories,Logitech Wireless Mouse,4,185.81,12.03,10.73,744.54,29.781599999999997,DistributionCenter_9,60633,60633,Approved,Chicago,TO_BE_ADDED,IL,USA,Consumer,medium,No,No,1,e52a3-c9dd,366-11-7127;079-07-6127;852-18-5560;786-54-1393,079-07-6127;852-18-5560,60633,Chicago,IL,41.655423,-87.55365,,DistributionCenter_9,Warehouse_3
264-58-7025,Annabelle,Reichel,xxxx-xxxx-xxxx-4703,b12ca889-3591-4945-8c2d-e651b5575ee6,Tue May 10 08:09:54 EDT 2022,Sun May 15 08:08:48 EDT 2022,Standard,SPO-GO-3861-726,Sports,Golf,Golf Clubs - Callaway,5,114.62,26.8,69.4,530.5,21.22,DistributionCenter_12,10012,10012,Declined,New York,TO_BE_ADDED,NY,USA,Corporate,Critical,No,No,3,,118-77-0348;419-20-6093;146-08-1166;418-58-3297,146-08-1166,10012,New York,NY,40.72596,-73.99834,,DistributionCenter_12,Warehouse_4
055-47-0502,Roderick,Schowalter,xxxx-xxxx-xxxx-7690,ef26f254-5f6e-498d-8de1-98dd22d8f89a,Tue May 10 08:18:01 EDT 2022,Thu May 12 08:11:27 EDT 2022,Two Day,OFF-AR-5318-024,Office Supplies,Art,Whiteboard Marker Set - 10 pcs,5,9.09,1.07,1.15,45.370000000000005,7.259200000000001,DistributionCenter_59,33186,33186,Approved,Miami,TO_BE_ADDED,FL,USA,Consumer,low,No,No,3,6f254-5f6e,813-33-4330;409-38-6900;894-25-5895,813-33-4330;409-38-6900,33186,Miami,FL,25.662292,-80.40947,,DistributionCenter_59,Warehouse_17
079-25-9942,Rahsaan,Lehner,xxxx-xxxx-xxxx-7835,d4af67fc-3955-4c41-b057-0c7c5370d978,Tue May 10 08:17:23 EDT 2022,Thu May 12 08:18:18 EDT 2022,Two Day,SPO-FI-2382-885,Sports,Fitness,Tennis Racket,4,39.89,6.29,47.81,118.04,15.345200000000002,DistributionCenter_91,31126,31126,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,medium,No,Yes,1,f67fc-3955,191-49-9931,191-49-9931,31126,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_91,Warehouse_17
215-89-4746,Mateo,Lind,xxxx-xxxx-xxxx-4214,62e3d22e-dea6-4e70-a8aa-6fba491496ee,Tue May 10 08:13:13 EDT 2022,Sun May 15 08:17:26 EDT 2022,Standard,FUR-TA-7631-553,Furniture,Tables,Elong Wooden Table - Rectangular,2,288.9,14.78,17.6,574.9799999999999,34.498799999999996,DistributionCenter_15,10131,10131,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,low,No,Yes,3,3d22e-dea6,305-99-0402;399-13-4793;474-71-6901;331-99-1245,305-99-0402;399-13-4793;331-99-1245,10131,New York,NY,40.780751,-73.977182,,DistributionCenter_15,Warehouse_5
777-22-2391,Nelda,Reinger,xxxx-xxxx-xxxx-2046,95ac5a60-2304-497a-a6d8-74e29e5e0c91,Tue May 10 08:16:00 EDT 2022,Sun May 15 08:11:29 EDT 2022,Standard,OFF-BI-2178-817,Office Supplies,Binders,Wayne Geo Bind Cover,5,10.03,2.36,1.76,50.75,9.6425,DistributionCenter_1,60651,60651,Approved,Chicago,TO_BE_ADDED,IL,USA,Home Office,low,No,No,1,c5a60-2304,543-27-4820;594-11-0270;581-41-1934;434-18-0095,543-27-4820,60651,Chicago,IL,41.901485,-87.74055,Warehouse_1,DistributionCenter_1,Warehouse_1
589-42-8650,Mikel,Blanda,xxxx-xxxx-xxxx-2208,ac336161-0a9f-4f41-b144-44d46c8facd4,Tue May 10 08:16:22 EDT 2022,Wed May 11 08:18:41 EDT 2022,Next Day,FUR-FU-5127-717,Furniture,Furnishings,Oscil Wall Clock,3,262.83,15.27,11.75,792.01,31.6804,DistributionCenter_16,10256,10256,Approved,New York,TO_BE_ADDED,NY,USA,Consumer,Critical,No,No,3,36161-0a9f,883-95-4960;836-74-3513;013-51-6074;568-52-1126,013-51-6074;568-52-1126,10256,New York,NY,40.780751,-73.977182,,DistributionCenter_16,Warehouse_5
589-42-8650,Mikel,Blanda,xxxx-xxxx-xxxx-2208,aaa272bd-9598-4e6f-9e4b-570b6178ac95,Tue May 10 08:09:53 EDT 2022,Sun May 15 08:21:57 EDT 2022,Standard,ELE-MA-6145-774,Electronics,Machines,Konica Inkjet - White,2,822.41,46.56,85.85,1605.53,128.4424,DistributionCenter_63,75275,75275,Approved,Dallas,TO_BE_ADDED,TX,USA,Home Office,medium,Yes,Yes,4,272bd-9598,637-61-9586;788-45-8973;125-39-9447,125-39-9447,75275,Dallas,TX,32.767268,-96.777626,,DistributionCenter_63,Warehouse_18
190-05-6394,Reynold,Lang,xxxx-xxxx-xxxx-3565,3fac17e0-7675-4290-ae4a-0598f84eeb7e,Tue May 10 08:13:58 EDT 2022,Sun May 15 08:20:54 EDT 2022,Standard,ELE-PH-2820-974,Electronics,Phones,Moto X Play,4,784.82,8.07,13.83,3133.5200000000004,376.02240000000006,DistributionCenter_36,90048,90048,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Consumer,low,No,Yes,3,,090-85-3590;701-99-6946;273-90-8737;790-50-6334,,90048,Los Angeles,CA,34.073759,-118.37376,,DistributionCenter_36,Warehouse_12
664-52-5232,Lia,Bradtke,xxxx-xxxx-xxxx-5005,b6b2f649-9b61-405c-ac1f-bbe97ab7ff39,Tue May 10 08:16:54 EDT 2022,Sun May 15 08:21:20 EDT 2022,Standard,SPO-GO-4145-846,Sports,Golf,Golf Shoes - Taylormade,3,625.65,44.7,73.72,1847.9299999999998,129.3551,DistributionCenter_21,10101,10101,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,low,No,No,0,2f649-9b61,177-27-5594;147-66-8870;444-76-4903;780-15-1347,780-15-1347,10101,New York,NY,40.780751,-73.977182,,DistributionCenter_21,Warehouse_7
667-52-5098,Gudrun,Sipes,xxxx-xxxx-xxxx-9374,539379a3-6d3f-45a0-9694-f4e004383f6c,Tue May 10 08:18:47 EDT 2022,Sun May 15 08:14:33 EDT 2022,Standard,GRO-SN-8544-770,Grocery,Snaks,Cheezits,3,4.55,2.11,1.07,14.689999999999998,2.0566,DistributionCenter_73,75229,75229,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,low,No,No,2,,164-13-7307;133-32-2608;853-37-0726,853-37-0726,75229,Dallas,TX,32.895376,-96.85985,DistributionCenter_73,DistributionCenter_73,Warehouse_20
589-42-8650,Mikel,Blanda,xxxx-xxxx-xxxx-2208,9befaf15-2ffa-4396-bb31-096ce50393cb,Tue May 10 08:20:43 EDT 2022,Sun May 15 08:18:25 EDT 2022,Standard,CLO-TS-4377-706,Clothing,TShirt,Chicago Bulls Tshirt - Red,3,78.45,4.88,9.87,230.36,13.8216,DistributionCenter_33,2241,2241,Approved,Boston,TO_BE_ADDED,MA,USA,Home Office,High,Yes,No,2,faf15-2ffa,254-74-5817;596-84-8091,596-84-8091,2241,Boston,MA,42.338947,-70.919635,,DistributionCenter_33,Warehouse_11
504-65-7733,Maximillia,Kirlin,xxxx-xxxx-xxxx-4140,78f12b45-0ac5-4beb-9eca-0814bf59dc32,Tue May 10 08:15:27 EDT 2022,Wed May 11 08:10:08 EDT 2022,Next Day,GRO-NU-4101-260,Grocery,Nuts,Almonds,1,6.89,1.18,2.04,6.029999999999999,0.603,DistributionCenter_89,30316,30316,Declined,Atlanta,TO_BE_ADDED,GA,USA,Corporate,High,No,No,3,12b45-0ac5,141-29-4927;059-10-1407;698-49-1372,141-29-4927,30316,Atlanta,GA,33.729506,-84.34087,,DistributionCenter_89,Warehouse_16
044-71-8361,Lorena,Schuppe,xxxx-xxxx-xxxx-0573,809505ba-266e-44d7-b561-97cab2d827a1,Tue May 10 08:10:03 EDT 2022,Sun May 15 08:14:45 EDT 2022,Standard,FUR-TA-1526-507,Furniture,Tables,Lively Conference Table - Assembled,2,260.56,13.25,12.11,522.26,73.1164,DistributionCenter_52,33161,33161,Declined,Miami,TO_BE_ADDED,FL,USA,Corporate,Critical,No,No,4,,144-60-6354,,33161,Miami,FL,25.893372,-80.18164,,DistributionCenter_52,Warehouse_16
498-10-3334,Lucienne,Bode,xxxx-xxxx-xxxx-0834,d33a804a-577e-438f-8fa4-940d79cd72f2,Tue May 10 08:18:21 EDT 2022,Thu May 12 08:18:05 EDT 2022,Two Day,ELE-MA-0675-116,Electronics,Machines,Epson Printer - Red,3,926.65,42.35,66.94,2755.3599999999997,523.5183999999999,DistributionCenter_17,10034,10034,Approved,New York,TO_BE_ADDED,NY,USA,Home Office,Critical,No,No,2,a804a-577e,773-45-1073;252-68-0315;646-54-6864,773-45-1073;252-68-0315;646-54-6864,10034,New York,NY,40.867653,-73.92,,DistributionCenter_17,Warehouse_5
787-08-8070,Marcia,Langosh,xxxx-xxxx-xxxx-3820,ef159413-f1d4-4218-b239-6e6a560efbeb,Tue May 10 08:15:29 EDT 2022,Sun May 15 08:12:38 EDT 2022,Standard,SPO-AT-9123-735,Sports,Athletic Clothing,Athletic Socks - White,1,37.1,17.04,11.21,42.93,1.7172,DistributionCenter_95,30385,30385,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,low,Yes,No,1,,473-32-1471;428-84-7372;497-58-1945,473-32-1471;428-84-7372,30385,Atlanta,GA,33.844371,-84.47405,,DistributionCenter_95,Warehouse_17
655-93-9231,Sabryna,Treutel,xxxx-xxxx-xxxx-0912,a109c93e-3469-4803-ae11-a15c709cccc6,Tue May 10 08:11:32 EDT 2022,Wed May 11 08:10:50 EDT 2022,Next Day,ELE-AC-2231-387,Electronics,Accessories,Logitech Marble Mouse,2,136.86,12.2,11.04,274.88,10.9952,DistributionCenter_82,37201,37201,Declined,Nashville,TO_BE_ADDED,TN,USA,Home Office,low,Yes,No,3,,207-22-0095;622-68-5679;466-87-3714,207-22-0095;622-68-5679,37201,Nashville,TN,36.164556,-86.77738,DistributionCenter_82,DistributionCenter_82,Warehouse_2
316-11-2721,Ransom,Klocko,xxxx-xxxx-xxxx-7282,a805418e-462f-4fc8-86ad-5e4a884d4bd3,Tue May 10 08:17:41 EDT 2022,Thu May 12 08:22:53 EDT 2022,Two Day,OFF-AR-8784-797,Office Supplies,Art,Pencils - Medium Soft,5,9.47,1.03,1.19,47.190000000000005,8.022300000000001,DistributionCenter_16,10281,10281,Approved,New York,TO_BE_ADDED,NY,USA,Corporate,low,Yes,No,2,,687-54-4342;125-39-9447,687-54-4342;125-39-9447,10281,New York,NY,40.714643,-74.014958,,DistributionCenter_16,Warehouse_5
103-94-2710,Desmond,Mraz,xxxx-xxxx-xxxx-1780,2b4729c1-40a6-4da6-9fdb-57c8b1d884f5,Tue May 10 08:21:52 EDT 2022,Thu May 12 08:15:21 EDT 2022,Two Day,SPO-GO-9395-020,Sports,Golf,Golf Balls - Callaway,4,593.29,40.4,69.93,2343.63,304.67190000000005,DistributionCenter_40,90009,90009,Declined,Los Angeles,TO_BE_ADDED,CA,USA,Home Office,low,No,No,4,729c1-40a6,415-61-4675;073-43-7741;888-12-0912;539-47-2344,888-12-0912,90009,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_40,Warehouse_13
830-35-0305,Carmella,Ullrich,xxxx-xxxx-xxxx-4279,8b7420df-676b-4d31-92f7-6628f95f022c,Tue May 10 08:11:31 EDT 2022,Sun May 15 08:09:12 EDT 2022,Standard,ELE-PH-5414-274,Electronics,Phones,Nokia Smart Phone,5,738.11,11.03,10.96,3690.6200000000003,701.2178000000001,DistributionCenter_31,2117,2117,Approved,Boston,TO_BE_ADDED,MA,USA,Corporate,medium,Yes,No,1,420df-676b,120-68-2687,,2117,Boston,MA,42.338947,-70.919635,,DistributionCenter_31,Warehouse_11
782-64-5502,Eleazar,Armstrong,xxxx-xxxx-xxxx-9017,64763f29-eafe-4207-8269-daa82bead741,Tue May 10 08:11:12 EDT 2022,Sun May 15 08:12:06 EDT 2022,Standard,SPO-GO-7914-448,Sports,Golf,Golf Bag - Callaway,4,125.23,32.44,57.77,475.59000000000003,38.047200000000004,DistributionCenter_41,90084,90084,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Home Office,medium,No,No,1,,522-37-9496;177-30-8241;635-27-3986;616-76-6002,522-37-9496;616-76-6002,90084,Los Angeles,CA,33.786594,-118.298662,,DistributionCenter_41,Warehouse_13
103-94-2710,Desmond,Mraz,xxxx-xxxx-xxxx-1780,c253660d-0002-4d71-b82e-f233c72be609,Tue May 10 08:16:43 EDT 2022,Sun May 15 08:14:35 EDT 2022,Standard,CLO-TS-5483-912,Clothing,TShirt,Brooks Brothers Tshirt - Light Blue,2,88.94,3.5,5.46,175.92,14.073599999999999,DistributionCenter_7,60675,60675,Declined,Chicago,TO_BE_ADDED,IL,USA,Consumer,low,No,No,3,,463-82-0432,,60675,Chicago,IL,41.811929,-87.68732,,DistributionCenter_7,Warehouse_3
447-03-2275,Orlando,Cummings,xxxx-xxxx-xxxx-5749,00609fb3-ec5c-4694-adb6-4d16079aecc7,Tue May 10 08:20:01 EDT 2022,Thu May 12 08:20:09 EDT 2022,Two Day,CLO-TS-6218-459,Clothing,TShirt,Everlane Tshirt - Gray,4,26.05,3.72,7.69,100.23,8.0184,DistributionCenter_39,90096,90096,Approved,Los Angeles,TO_BE_ADDED,CA,USA,Home Office,medium,No,No,1,09fb3-ec5c,595-20-8658;599-71-6298,595-20-8658;599-71-6298,90096,Los Angeles,CA,33.786594,-118.298662,DistributionCenter_39,DistributionCenter_39,Warehouse_13
761-29-4547,Esmeralda,Parisian,xxxx-xxxx-xxxx-3301,b6a20c39-5273-4d45-a12a-11be7d69c5b8,Tue May 10 08:13:52 EDT 2022,Thu May 12 08:19:15 EDT 2022,Two Day,ELE-CO-0462-010,Electronics,Copiers,Sharp Machine - Scanner,1,571.3,25.66,21.6,575.3599999999999,80.5504,DistributionCenter_73,75235,75235,Approved,Dallas,TO_BE_ADDED,TX,USA,Consumer,Critical,Yes,No,0,,274-27-0165;194-11-6264;703-89-8990;660-56-0868,274-27-0165;194-11-6264;703-89-8990;660-56-0868,75235,Dallas,TX,32.828128,-96.84612,,DistributionCenter_73,Warehouse_20
017-34-9364,Cruz,Legros,xxxx-xxxx-xxxx-1416,9bdfd4ce-21bd-4dc1-a643-f342ee6ff2a0,Tue May 10 08:18:39 EDT 2022,Thu May 12 08:21:12 EDT 2022,Two Day,CLO-TS-8781-232,Clothing,TShirt,Brooks Brothers Tshirt - Light Blue,5,44.37,4.61,8.46,218.0,26.16,DistributionCenter_81,37224,37224,Approved,Nashville,TO_BE_ADDED,TN,USA,Consumer,medium,No,No,2,fd4ce-21bd,,,37224,Nashville,TN,36.186605,-86.785248,,DistributionCenter_81,Warehouse_2
847-51-7371,Ima,Prosacco,xxxx-xxxx-xxxx-6335,5d826e30-e5aa-4b50-8007-115bb2d80d53,Tue May 10 08:08:55 EDT 2022,Thu May 12 08:19:46 EDT 2022,Two Day,FUR-FU-2285-187,Furniture,Furnishings,PVC Carpeting,3,211.04,18.98,10.52,641.58,121.90020000000001,DistributionCenter_84,37239,37239,Approved,Nashville,TO_BE_ADDED,TN,USA,Corporate,low,No,Yes,4,26e30-e5aa,483-84-7531;805-25-1290;555-57-6814,805-25-1290;555-57-6814,37239,Nashville,TN,36.186605,-86.785248,,DistributionCenter_84,Warehouse_2
669-20-6575,Valentine,Haag,xxxx-xxxx-xxxx-0271,2ea95c9a-9fdb-4c65-bdac-afa023660b47,Tue May 10 08:17:07 EDT 2022,Sun May 15 08:23:03 EDT 2022,Standard,ELE-PH-6483-441,Electronics,Phones,Panasonic Cordless Phone,2,536.97,9.81,16.01,1067.74,10.6774,DistributionCenter_90,30358,30358,Approved,Atlanta,TO_BE_ADDED,GA,USA,Corporate,Critical,No,No,0,95c9a-9fdb,515-69-1629;148-07-3018;532-12-2942,515-69-1629;148-07-3018;532-12-2942,30358,Atlanta,GA,33.998151,-84.34112,,DistributionCenter_90,Warehouse_16
854-75-8696,Ozzie,O'Hara,xxxx-xxxx-xxxx-6336,b8f9e634-1bc3-4c73-b914-811de23a364c,Tue May 10 08:15:10 EDT 2022,Sun May 15 08:08:28 EDT 2022,Standard,OFF-AP-3501-489,Office Supplies,Appliances,Philips Refrigerator - Blue,4,338.13,25.01,23.8,1353.73,257.2087,DistributionCenter_56,33150,33150,Approved,Miami,TO_BE_ADDED,FL,USA,Corporate,medium,No,No,1,,047-49-5901;256-89-6083;706-06-4353,047-49-5901;256-89-6083,33150,Miami,FL,25.851974,-80.20566,,DistributionCenter_56,Warehouse_16
357-98-8130,Elyse,Lueilwitz,xxxx-xxxx-xxxx-5128,1548a346-b041-439f-875b-a3374eab7e0a,Tue May 10 08:08:29 EDT 2022,Wed May 11 08:17:48 EDT 2022,Next Day,FUR-BO-2446-151,Furniture,Bookcases,Lively Bookcase - Wood,1,154.35,12.41,10.78,155.98,28.076399999999996,DistributionCenter_12,10039,10039,Declined,New York,TO_BE_ADDED,NY,USA,Corporate,medium,No,Yes,2,,514-11-7316;633-90-4755;515-83-5432;383-28-3356,514-11-7316;515-83-5432,10039,New York,NY,40.826181,-73.9371,,DistributionCenter_12,Warehouse_4
